"x" "y" "Co" "Ni"
1700 400 8.67696762084961 18.5728435516357
1800 400 8.0958366394043 17.7199897766113
1900 400 8.37236976623535 18.8096675872803
2000 400 7.28704404830933 14.7708969116211
2100 400 9.43509006500244 14.5313177108765
2200 400 11.2687473297119 14.5633869171143
2300 400 14.9982261657715 15.0817079544067
2400 400 13.0349178314209 17.8305740356445
2500 400 10.041051864624 14.3529653549194
2600 400 7.29893350601196 14.0677423477173
2700 400 10.6858711242676 11.0118608474731
2800 400 6.08084678649902 7.90214729309082
2900 400 10.7676668167114 11.1121530532837
3000 400 7.44029521942139 14.0226583480835
1000 500 6.46585941314697 11.8031024932861
1100 500 5.30760097503662 13.5869207382202
1200 500 2.2397894859314 13.3303804397583
1300 500 5.46268558502197 11.833083152771
1400 500 4.74210166931152 9.63512897491455
1500 500 3.48118782043457 13.1688394546509
1600 500 8.06344223022461 16.2447910308838
1700 500 9.23244571685791 15.5507001876831
1800 500 9.36406517028809 15.7264623641968
1900 500 7.53967332839966 14.8791856765747
2000 500 8.17672920227051 11.3082885742188
2100 500 10.751974105835 12.1992378234863
2200 500 13.3568906784058 11.4829359054565
2300 500 11.6676378250122 14.8323059082031
2400 500 9.46113967895508 17.7284107208252
2500 500 10.9067678451538 14.0152006149292
2600 500 9.07180786132812 16.1665439605713
2700 500 11.4910888671875 16.5344276428223
2800 500 12.5641603469849 13.7836923599243
2900 500 10.2582759857178 9.14291572570801
3000 500 5.83822393417358 10.345235824585
1000 600 7.86309576034546 13.2113809585571
1100 600 9.58915424346924 14.9087743759155
1200 600 8.11233997344971 13.9006357192993
1300 600 9.49463272094727 16.1738739013672
1400 600 7.82233428955078 14.9819040298462
1500 600 7.61217308044434 14.5401105880737
1600 600 6.15975332260132 19.8646469116211
1700 600 8.66408157348633 15.9717693328857
1800 600 9.61539936065674 15.8442010879517
1900 600 8.94894790649414 11.2006559371948
2000 600 3.7362654209137 8.81344223022461
2100 600 9.7081298828125 10.0908060073853
2200 600 11.1573963165283 13.4117803573608
2300 600 11.1686687469482 14.8457698822021
2400 600 11.7913990020752 16.5464534759521
2500 600 13.6102952957153 14.7283496856689
2600 600 7.65277433395386 17.438455581665
2700 600 11.0806617736816 13.2837753295898
2800 600 10.3330535888672 12.9650459289551
2900 600 9.04439640045166 9.52371788024902
3000 600 10.2693357467651 12.7504587173462
1000 700 10.5870504379272 17.7359638214111
1100 700 10.6940975189209 17.5291213989258
1200 700 8.48377990722656 15.0408658981323
1300 700 6.20167446136475 14.2076053619385
1400 700 4.79238796234131 17.6244163513184
1500 700 7.20400190353394 16.738805770874
1600 700 8.34687328338623 15.3295679092407
1700 700 8.8819408416748 16.7645645141602
1800 700 7.73405981063843 17.1914730072021
1900 700 5.38704824447632 13.4344778060913
2000 700 2.94068908691406 11.6606922149658
2100 700 6.59186601638794 14.13698387146
2200 700 8.01791286468506 16.1913166046143
2300 700 10.9997787475586 18.5542583465576
2400 700 15.4888076782227 15.8922462463379
2500 700 13.9044256210327 14.346489906311
2600 700 9.65627479553223 12.9301309585571
2700 700 13.4823770523071 12.2429180145264
2800 700 13.2613916397095 15.4007129669189
2900 700 10.001856803894 15.0931272506714
3000 700 11.6068124771118 11.9213533401489
1000 800 10.5238618850708 14.0944690704346
1100 800 12.1718091964722 16.400390625
1200 800 6.67874145507812 20.2603435516357
1300 800 10.0746297836304 19.3070526123047
1400 800 8.38168430328369 20.2127780914307
1500 800 7.73778390884399 16.9599761962891
1600 800 7.48850631713867 19.4643974304199
1700 800 6.49282884597778 19.0820960998535
1800 800 3.88676643371582 18.1469821929932
1900 800 0.765974283218384 16.9301643371582
2000 800 1.5413293838501 10.7937040328979
2100 800 4.65479421615601 14.1592283248901
2200 800 4.46862697601318 16.3456134796143
2300 800 11.7242994308472 18.1478862762451
2400 800 11.9975137710571 19.0396976470947
2500 800 9.7465877532959 13.0188627243042
2600 800 9.35891723632812 12.7376079559326
2700 800 9.63801574707031 16.8125629425049
2800 800 11.3797655105591 17.8940105438232
2900 800 14.5418901443481 13.6611967086792
3000 800 12.950963973999 14.5310125350952
1000 900 10.7213459014893 16.436107635498
1100 900 8.71007442474365 21.8609371185303
1200 900 11.6540775299072 16.415699005127
1300 900 9.15143871307373 18.2022304534912
1400 900 8.79777240753174 16.182653427124
1500 900 6.57152128219604 16.2341766357422
1600 900 8.07912921905518 18.9524898529053
1700 900 5.55835342407227 18.3994636535645
1800 900 2.8979389667511 19.6575222015381
1900 900 6.2391881942749 15.406623840332
2000 900 4.58996391296387 13.7735280990601
2100 900 3.20534539222717 18.7428970336914
2200 900 4.40663766860962 19.7657108306885
2300 900 10.2561960220337 14.9741363525391
2400 900 10.0586595535278 15.9799070358276
2500 900 10.7089242935181 15.0027389526367
2600 900 8.62966632843018 14.5834312438965
2700 900 9.67472839355469 12.7528047561646
2800 900 11.6498613357544 15.1238536834717
2900 900 12.9586048126221 15.1404542922974
3000 900 10.7804527282715 19.0905532836914
1000 1000 9.30373573303223 17.2039909362793
1100 1000 8.20520114898682 20.280122756958
1200 1000 4.46110963821411 18.5789852142334
1300 1000 10.7153949737549 14.2850294113159
1400 1000 7.20972537994385 15.2538213729858
1500 1000 5.46367645263672 14.4380931854248
1600 1000 6.14229393005371 17.6437339782715
1700 1000 10.0066394805908 15.2123746871948
1800 1000 8.14158821105957 17.5177268981934
1900 1000 6.164954662323 16.380241394043
2000 1000 3.67294931411743 16.7536468505859
2100 1000 9.79547500610352 17.3088912963867
2200 1000 4.56526470184326 18.1396427154541
2300 1000 8.5765962600708 14.0065412521362
2400 1000 9.03822803497314 16.2900981903076
2500 1000 8.53942966461182 17.2689685821533
2600 1000 8.6996898651123 16.9100704193115
2700 1000 11.6686115264893 16.5686588287354
2800 1000 8.46690273284912 17.0632915496826
2900 1000 10.38929271698 17.9748630523682
3000 1000 8.37337684631348 20.1293392181396
1000 1100 9.57829666137695 14.60378074646
1100 1100 11.8649806976318 19.9183540344238
1200 1100 7.48795890808105 17.7334976196289
1300 1100 8.84583473205566 12.8691873550415
1400 1100 4.46067237854004 15.758843421936
1500 1100 5.7726902961731 15.3072500228882
1600 1100 9.55237102508545 17.4458713531494
1700 1100 4.11841249465942 18.0545864105225
1800 1100 5.57265853881836 14.5547389984131
1900 1100 6.92319440841675 19.1876602172852
2000 1100 5.1551251411438 17.1564083099365
2100 1100 4.58783340454102 19.5525493621826
2200 1100 5.11571550369263 15.3701400756836
2300 1100 9.49954891204834 15.7261896133423
2400 1100 8.08074188232422 14.7439422607422
2500 1100 9.79829025268555 14.4788084030151
2600 1100 7.09783172607422 17.3979873657227
2700 1100 7.19843196868896 15.6535034179688
2800 1100 7.63102054595947 17.4328842163086
2900 1100 7.1342511177063 20.2237033843994
3000 1100 9.6229887008667 17.8989009857178
1000 1200 7.66801643371582 13.9441204071045
1100 1200 8.91508769989014 18.9189586639404
1200 1200 8.62449359893799 15.9242134094238
1300 1200 6.67198657989502 16.4439430236816
1400 1200 9.29147434234619 18.3438606262207
1500 1200 6.97446250915527 14.7894859313965
1600 1200 7.01641130447388 15.1515502929688
1700 1200 12.0535821914673 17.8537464141846
1800 1200 10.6326608657837 20.0935497283936
1900 1200 6.6826605796814 17.7846374511719
2000 1200 6.8503794670105 13.9804582595825
2100 1200 8.41475582122803 14.7542381286621
2200 1200 12.3957443237305 15.3588066101074
2300 1200 11.1772127151489 17.1176815032959
2400 1200 11.3587474822998 18.1658420562744
2500 1200 6.98500156402588 13.4796524047852
2600 1200 8.65470790863037 14.3659915924072
2700 1200 7.69767189025879 15.0844383239746
2800 1200 8.99432945251465 15.5426206588745
2900 1200 2.96652126312256 13.8465919494629
3000 1200 9.66502952575684 14.8392028808594
1000 1300 8.82771778106689 19.4607315063477
1100 1300 9.15074157714844 17.3769187927246
1200 1300 8.95767402648926 10.3822784423828
1300 1300 9.17864608764648 11.2845411300659
1400 1300 4.55754375457764 12.2409839630127
1500 1300 8.19140815734863 11.5679979324341
1600 1300 5.56507253646851 17.3447208404541
1700 1300 6.36477708816528 21.0915489196777
1800 1300 8.211350440979 17.0940380096436
1900 1300 10.2945775985718 15.1467866897583
2000 1300 7.60831499099731 17.4133853912354
2100 1300 9.33837604522705 15.8108434677124
2200 1300 11.5211963653564 12.3942289352417
2300 1300 7.54372024536133 13.1532526016235
2400 1300 8.30944347381592 13.7593984603882
2500 1300 7.50302219390869 10.5557813644409
2600 1300 5.79734468460083 11.0546312332153
2700 1300 8.10377883911133 14.1804475784302
2800 1300 7.44395399093628 10.9249992370605
2900 1300 10.4092445373535 14.6595582962036
3000 1300 6.97589206695557 14.1357345581055
1000 1400 9.8115234375 18.1678466796875
1100 1400 8.03487110137939 15.9287452697754
1200 1400 10.0068588256836 9.53162097930908
1300 1400 11.1982278823853 10.9994678497314
1400 1400 8.84171390533447 11.4438209533691
1500 1400 8.73271179199219 8.65027713775635
1600 1400 4.99264669418335 15.0994081497192
1700 1400 7.40407228469849 12.0492029190063
1800 1400 9.32980442047119 16.9281425476074
1900 1400 11.814977645874 13.3169937133789
2000 1400 10.4495143890381 13.3263540267944
2100 1400 9.51320171356201 12.4243431091309
2200 1400 6.76392889022827 11.2543115615845
2300 1400 9.06593227386475 11.9856338500977
2400 1400 8.37392234802246 10.6956148147583
2500 1400 1.95146000385284 9.80464553833008
2600 1400 6.12106418609619 7.94149446487427
2700 1400 6.60845422744751 8.0129451751709
2800 1400 6.37502431869507 8.47747325897217
2900 1400 7.8532862663269 10.5444021224976
3000 1400 5.80061101913452 14.5026159286499
1000 1500 8.64640331268311 15.6299753189087
1100 1500 9.68810844421387 15.8094816207886
1200 1500 11.7417430877686 10.2813453674316
1300 1500 9.87348651885986 11.1901788711548
1400 1500 4.3352165222168 12.00390625
1500 1500 6.29166507720947 13.719877243042
1600 1500 8.13286685943604 12.844614982605
1700 1500 10.2231884002686 14.7155103683472
1800 1500 12.1087112426758 12.5114002227783
1900 1500 14.7580499649048 16.5148544311523
2000 1500 11.063307762146 13.5280656814575
2100 1500 13.1317129135132 9.86743640899658
2200 1500 8.2826681137085 9.94518566131592
2300 1500 5.88966417312622 13.3729124069214
2400 1500 4.54023694992065 9.76442050933838
2500 1500 3.20361614227295 7.70317554473877
2600 1500 5.84913682937622 5.78007555007935
2700 1500 5.03549289703369 7.05337429046631
2800 1500 5.58801984786987 6.25221824645996
2900 1500 7.17349147796631 10.4278287887573
3000 1500 8.73464107513428 10.2291955947876
1000 1600 8.3594970703125 19.5058994293213
1100 1600 12.8572912216187 17.5127983093262
1200 1600 13.5676488876343 11.1897821426392
1300 1600 7.53848505020142 12.4653854370117
1400 1600 5.26232719421387 14.3774394989014
1500 1600 8.54878425598145 14.5624465942383
1600 1600 7.64164972305298 16.5304641723633
1700 1600 11.3035917282104 13.2364139556885
1800 1600 11.4539909362793 13.07483959198
1900 1600 7.67613124847412 10.6343765258789
2000 1600 10.249927520752 12.3813467025757
2100 1600 12.0442132949829 12.5037689208984
2200 1600 10.2858276367188 7.58968544006348
2300 1600 4.61913156509399 12.903790473938
2400 1600 4.33682107925415 5.83490180969238
2500 1600 3.15394020080566 6.25606775283813
2600 1600 4.61207103729248 4.66809701919556
2700 1600 3.45458483695984 7.70026636123657
2800 1600 6.35496473312378 9.67122650146484
2900 1600 9.89826393127441 8.58821582794189
3000 1600 15.5007696151733 13.292631149292
1000 1700 11.8265647888184 18.7264423370361
1100 1700 11.1246461868286 14.2549161911011
1200 1700 13.7016019821167 12.4113883972168
1300 1700 9.20927619934082 12.5941581726074
1400 1700 10.4877099990845 12.2841024398804
1500 1700 4.30890941619873 13.1459655761719
1600 1700 9.30833625793457 10.4869451522827
1700 1700 13.6519079208374 11.3314828872681
1800 1700 14.122257232666 12.1782732009888
1900 1700 12.5570106506348 10.4159288406372
2000 1700 12.4046230316162 12.0007076263428
2100 1700 12.0252361297607 10.2258710861206
2200 1700 10.2565879821777 10.0326614379883
2300 1700 10.9551572799683 9.91026496887207
2400 1700 6.49621057510376 2.87273669242859
2500 1700 4.23795366287231 9.40158557891846
2600 1700 4.6130895614624 9.91614818572998
2700 1700 3.42606353759766 13.8000411987305
2800 1700 7.13046741485596 14.9616594314575
2900 1700 9.64602947235107 16.9870510101318
3000 1700 11.50159740448 16.0093479156494
1000 1800 11.6845560073853 22.1807899475098
1100 1800 7.04371786117554 15.3892431259155
1200 1800 12.3862380981445 12.7543392181396
1300 1800 12.1478652954102 13.3919401168823
1400 1800 7.51402997970581 13.4281740188599
1500 1800 6.02256393432617 13.101393699646
1600 1800 9.41790103912354 10.1654319763184
1700 1800 13.879264831543 9.93118286132812
1800 1800 13.9663124084473 12.7684688568115
1900 1800 10.1756620407104 14.9805765151978
2000 1800 12.7775259017944 13.2071743011475
2100 1800 11.959981918335 12.5251016616821
2200 1800 13.0534801483154 11.457763671875
2300 1800 6.98336172103882 8.39359951019287
2400 1800 5.65467262268066 9.22268867492676
2500 1800 7.23983716964722 14.5958909988403
2600 1800 7.75960063934326 14.8775472640991
2700 1800 7.70698404312134 12.5297908782959
2800 1800 12.6196451187134 14.3740911483765
2900 1800 12.2673358917236 15.8402462005615
3000 1800 12.1813869476318 16.3246097564697
1000 1900 12.9007596969604 18.2710094451904
1100 1900 10.2522964477539 14.6784477233887
1200 1900 10.752685546875 14.3293828964233
1300 1900 8.53366756439209 14.6909551620483
1400 1900 7.97991275787354 12.3252668380737
1500 1900 9.23311996459961 15.1777009963989
1600 1900 8.6494722366333 10.2336301803589
1700 1900 14.1063251495361 8.67692947387695
1800 1900 16.5836429595947 15.607497215271
1900 1900 16.5165672302246 15.0006685256958
2000 1900 13.0105962753296 13.8685159683228
2100 1900 12.2335557937622 14.8654813766479
2200 1900 11.5918493270874 11.7371673583984
2300 1900 10.0386142730713 9.11143398284912
2400 1900 8.48383903503418 13.0201187133789
2500 1900 9.76707458496094 15.1354055404663
2600 1900 10.546443939209 15.1940155029297
2700 1900 10.2113180160522 14.1815538406372
2800 1900 8.726975440979 11.5291481018066
2900 1900 9.88015365600586 15.7361040115356
3000 1900 12.850549697876 12.8149538040161
1000 2000 9.80360221862793 21.4879570007324
1100 2000 7.73108625411987 19.2656135559082
1200 2000 11.2526683807373 17.6859378814697
1300 2000 7.42298412322998 17.6512908935547
1400 2000 6.71912860870361 15.244665145874
1500 2000 10.666633605957 9.86292171478271
1600 2000 11.4273633956909 9.7140474319458
1700 2000 13.6779670715332 9.40169620513916
1800 2000 19.6707382202148 12.7432775497437
1900 2000 16.854700088501 15.5241050720215
2000 2000 14.3162679672241 13.357328414917
2100 2000 10.4790296554565 14.069787979126
2200 2000 10.5227060317993 11.9135808944702
2300 2000 8.60710620880127 12.3386077880859
2400 2000 7.92535924911499 12.3206281661987
2500 2000 8.72468185424805 15.101601600647
2600 2000 10.6002969741821 13.2880887985229
2700 2000 10.2427272796631 17.660083770752
2800 2000 6.45979022979736 14.4671745300293
2900 2000 10.5766401290894 14.3379564285278
3000 2000 10.5570201873779 12.458722114563
1000 2100 12.3266429901123 19.2592277526855
1100 2100 10.5634756088257 21.5857353210449
1200 2100 7.57121992111206 18.6839084625244
1300 2100 9.32701873779297 21.6463661193848
1400 2100 8.09945964813232 15.0497341156006
1500 2100 8.59097194671631 2.73117113113403
1600 2100 11.0103769302368 10.5690355300903
1700 2100 14.0033931732178 12.5393466949463
1800 2100 12.9730520248413 8.68185234069824
1900 2100 11.5243263244629 7.56915760040283
2000 2100 10.2286167144775 11.4948244094849
2100 2100 12.4122762680054 14.3644895553589
2200 2100 9.00460147857666 10.4266490936279
2300 2100 5.05058288574219 11.8362741470337
2400 2100 3.27404856681824 13.044038772583
2500 2100 8.41835403442383 15.1559352874756
2600 2100 10.3210515975952 17.3353137969971
2700 2100 5.13421249389648 15.6555786132812
2800 2100 10.2097263336182 16.0762977600098
2900 2100 9.52960586547852 13.3343362808228
3000 2100 9.01264476776123 12.3715696334839
1000 2200 11.704852104187 21.7302989959717
1100 2200 14.3605766296387 21.8606300354004
1200 2200 13.5265808105469 23.2688426971436
1300 2200 8.1368293762207 18.1279525756836
1400 2200 7.23415946960449 15.0242338180542
1500 2200 7.07052659988403 9.50916957855225
1600 2200 10.7694034576416 9.20119285583496
1700 2200 13.2565879821777 15.4604024887085
1800 2200 10.9389085769653 12.6333866119385
1900 2200 8.75356864929199 12.7703819274902
2000 2200 8.60322189331055 10.43310546875
2100 2200 12.0495939254761 9.53456211090088
2200 2200 9.72707557678223 12.8850927352905
2300 2200 10.6670875549316 15.9673824310303
2400 2200 7.71990060806274 10.9783735275269
2500 2200 6.81994295120239 16.1410980224609
2600 2200 6.05279159545898 19.4405956268311
2700 2200 9.23162174224854 18.0915336608887
2800 2200 6.17751264572144 16.7618541717529
2900 2200 4.7325177192688 16.7956600189209
3000 2200 7.95246553421021 16.8026103973389
1000 2300 13.7750339508057 22.4598083496094
1100 2300 12.0085945129395 19.7248477935791
1200 2300 11.850359916687 19.4802513122559
1300 2300 7.66249656677246 18.8868656158447
1400 2300 10.0814332962036 12.6157188415527
1500 2300 9.47529411315918 14.7100868225098
1600 2300 12.694260597229 13.6634902954102
1700 2300 10.1559581756592 12.4104833602905
1800 2300 11.8147029876709 14.4155492782593
1900 2300 8.84074115753174 12.5296506881714
2000 2300 11.002571105957 12.6970129013062
2100 2300 12.3887062072754 13.7992153167725
2200 2300 13.4537572860718 12.464747428894
2300 2300 10.2911405563354 15.1678886413574
2400 2300 5.98549556732178 12.0661764144897
2500 2300 7.22096490859985 17.3974590301514
2600 2300 7.55415868759155 19.8914966583252
2700 2300 7.03108358383179 16.7105407714844
2800 2300 5.11389780044556 15.6145029067993
2900 2300 6.29030990600586 14.8066892623901
3000 2300 7.55370140075684 17.6177101135254
1000 2400 10.7727098464966 22.4688110351562
1100 2400 11.1082515716553 16.941370010376
1200 2400 13.1857414245605 12.8751401901245
1300 2400 10.4963159561157 20.25705909729
1400 2400 10.3547706604004 15.5323114395142
1500 2400 8.10496711730957 16.8313446044922
1600 2400 8.53264427185059 13.3885555267334
1700 2400 7.77639484405518 14.0728139877319
1800 2400 9.48357963562012 15.5235385894775
1900 2400 10.3106126785278 16.276029586792
2000 2400 11.407434463501 18.1539859771729
2100 2400 12.7454862594604 17.9536991119385
2200 2400 14.7954702377319 13.0075550079346
2300 2400 10.0078144073486 13.4305620193481
2400 2400 13.4442853927612 14.1078023910522
2500 2400 10.6377782821655 13.2616300582886
2600 2400 10.2539463043213 16.0090351104736
2700 2400 7.85682344436646 13.5542488098145
2800 2400 6.82282495498657 13.6919803619385
2900 2400 7.46579647064209 16.4871597290039
3000 2400 6.79443073272705 19.2069969177246
1000 2500 8.75037956237793 12.3145055770874
1100 2500 8.72686386108398 13.8855209350586
1200 2500 7.96464061737061 11.3095617294312
1300 2500 10.389181137085 14.2239570617676
1400 2500 10.7908782958984 22.0055294036865
1500 2500 8.09399700164795 17.4498176574707
1600 2500 7.59985208511353 11.0565433502197
1700 2500 6.27426958084106 12.7351531982422
1800 2500 7.31877136230469 13.742730140686
1900 2500 6.06176090240479 16.8424015045166
2000 2500 13.6376543045044 15.5907106399536
2100 2500 13.6167030334473 15.6477680206299
2200 2500 15.3986024856567 15.6123266220093
2300 2500 13.2111806869507 11.9839630126953
2400 2500 12.5944499969482 16.3428153991699
2500 2500 9.4468355178833 16.4670391082764
2600 2500 10.9097747802734 14.3924751281738
2700 2500 9.99075603485107 13.6361751556396
2800 2500 9.83892059326172 13.7446784973145
2900 2500 7.11572217941284 15.8973731994629
3000 2500 8.43387603759766 15.5913200378418
1000 2600 13.1622104644775 13.449800491333
1100 2600 7.64729785919189 11.0692930221558
1200 2600 1.37661457061768 10.5723276138306
1300 2600 6.62041187286377 15.9527606964111
1400 2600 7.34119701385498 20.4015483856201
1500 2600 6.75455141067505 19.9383392333984
1600 2600 6.69748401641846 12.8508367538452
1700 2600 5.46652507781982 15.2815475463867
1800 2600 9.87153339385986 14.5282535552979
1900 2600 9.36428165435791 12.5989103317261
2000 2600 11.4840097427368 13.0456628799438
2100 2600 14.7607469558716 12.5400943756104
2200 2600 12.0425157546997 13.9770183563232
2300 2600 14.1775121688843 13.8123903274536
2400 2600 14.1425714492798 18.6975288391113
2500 2600 11.0974655151367 22.2312755584717
2600 2600 8.84071159362793 23.3091716766357
2700 2600 11.5710582733154 17.3986759185791
2800 2600 11.8131074905396 19.892993927002
2900 2600 7.78107690811157 15.572452545166
3000 2600 7.50417375564575 13.7107009887695
1000 2700 11.5570707321167 17.6589393615723
1100 2700 7.89176654815674 13.9142646789551
1200 2700 2.75178408622742 13.5262422561646
1300 2700 3.00285506248474 19.7964782714844
1400 2700 3.34044885635376 23.8408050537109
1500 2700 4.58742618560791 18.1696109771729
1600 2700 5.35812759399414 17.7486209869385
1700 2700 7.62161254882812 15.4809665679932
1800 2700 7.90325880050659 13.3762969970703
1900 2700 12.7150812149048 16.3215789794922
2000 2700 11.298638343811 11.6200771331787
2100 2700 10.5920782089233 16.5426959991455
2200 2700 10.8417177200317 16.7791690826416
2300 2700 8.82351493835449 15.2386980056763
2400 2700 8.47888565063477 16.4916324615479
2500 2700 11.4077405929565 21.4055843353271
2600 2700 10.6166524887085 20.7017154693604
2700 2700 9.80170822143555 18.7246398925781
2800 2700 7.46309614181519 18.0094547271729
2900 2700 11.407829284668 14.4652042388916
3000 2700 8.33294582366943 12.5254287719727
1000 2800 11.2680187225342 13.9424848556519
1100 2800 8.74886989593506 14.9537525177002
1200 2800 5.89989757537842 15.0348310470581
1300 2800 4.8893027305603 18.5014362335205
1400 2800 3.84181809425354 16.4372444152832
1500 2800 7.10117101669312 19.4172859191895
1600 2800 6.1135196685791 18.1496562957764
1700 2800 8.98946285247803 16.0507125854492
1800 2800 6.1755313873291 14.7159881591797
1900 2800 11.7548160552979 17.8681812286377
2000 2800 13.3370552062988 14.5707712173462
2100 2800 7.53524971008301 14.8844509124756
2200 2800 9.31869125366211 14.9164714813232
2300 2800 7.02008295059204 17.3285636901855
2400 2800 9.10571098327637 13.3245315551758
2500 2800 9.82509326934814 15.9733381271362
2600 2800 8.06346130371094 19.8685111999512
2700 2800 4.78945732116699 18.9319267272949
2800 2800 8.73263263702393 17.5027770996094
2900 2800 5.1154088973999 15.1028614044189
3000 2800 14.3936929702759 4.45691251754761
1000 2900 5.9132399559021 12.1284923553467
1100 2900 5.96822690963745 13.0650520324707
1200 2900 7.9027738571167 17.9088191986084
1300 2900 8.52198314666748 22.3343505859375
1400 2900 3.92883467674255 21.0192432403564
1500 2900 3.3577618598938 24.1348438262939
1600 2900 6.72531843185425 23.2144527435303
1700 2900 9.72828102111816 17.2471237182617
1800 2900 10.9812040328979 16.3239479064941
1900 2900 11.0147294998169 20.9096717834473
2000 2900 11.3009052276611 16.9825077056885
2100 2900 7.13884305953979 13.2812776565552
2200 2900 4.46048831939697 16.5102806091309
2300 2900 4.72230386734009 10.9302387237549
2400 2900 4.84841060638428 16.0660266876221
2500 2900 8.32317352294922 18.0258083343506
2600 2900 6.53910112380981 18.5256309509277
2700 2900 7.70917272567749 20.8829727172852
2800 2900 6.65642499923706 16.2875938415527
2900 2900 6.12845659255981 15.4035291671753
3000 2900 12.5573120117188 5.8645396232605
1000 3000 9.02112674713135 14.6476182937622
1100 3000 11.2326765060425 18.5425109863281
1200 3000 6.52689218521118 21.607889175415
1300 3000 7.34900236129761 23.099006652832
1400 3000 2.91779851913452 19.765308380127
1500 3000 7.73854541778564 25.4429302215576
1600 3000 5.14664125442505 25.0174331665039
1700 3000 5.82546424865723 17.1445217132568
1800 3000 10.208345413208 13.7292594909668
1900 3000 12.6106595993042 18.7034797668457
2000 3000 11.2452688217163 16.8037509918213
2100 3000 10.2629899978638 17.6042251586914
2200 3000 8.80084800720215 16.3643894195557
2300 3000 7.32202863693237 13.5594263076782
2400 3000 5.23215246200562 13.2852802276611
2500 3000 11.2159976959229 13.3344030380249
2600 3000 9.40746402740479 17.0573081970215
2700 3000 8.88222885131836 15.7317495346069
